;Wild type_1;dPANK/fbl_1;dPANK/fbl_2;Wild type_2;Wild type_3;Wild type_4;dPANK/fbl_3;dPANK/fbl_4;Wild type_5;dPANK/fbl_5;Kingdom;Phylum;Class;Order;Family;Genus;Species
5afd356f70e0d1a0922068325c4b52a3;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
5c7eadeab2d49d8c20ff292d834f13ca;0;0;0;2;0;0;0;0;1;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
5d54ac173d4ba5a036824e22999b1f33;0;2;0;0;0;0;0;0;0;0;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteria bacterium
5d9f4d4e69ca406c07b95343f1269fb3;0;0;0;1;0;0;0;3;0;1;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteria bacterium
5e8d0bd1834ebd6443075edc4b3ca49b;0;0;0;0;0;2;0;0;0;0;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteriaceae bacterium
60b7fc62e015afccec7967390768b802;0;0;0;2;0;0;0;0;0;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033;uncultured bacterium;uncultured bacterium
61d2e5a4f4aba9aa7353bd240c2e6401;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;uncultured bacterium
61f0d32f949a667394c5f4c44a6ff882;0;0;0;0;1;0;0;0;0;0;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;;
623b54cdd038d8b690cdad92dfca5ff0;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
643d416fe8d178de6bdf971f2146d996;0;0;0;0;0;0;1;0;0;0;Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;uncultured bacterium;uncultured bacterium
6525b69cfc06bd4aadc5dde64be071b0;0;0;0;0;0;0;0;1;2;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Thauera;uncultured bacterium
653a3ec0ebdb954fa8ebc265c76e67b6;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;
66061f2041f4339c42ddeade34b99d6c;0;3;0;0;0;0;0;0;0;0;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Gottschalkia;uncultured bacterium
671a7414c1ea89104755a1c2d4461bce;0;0;0;0;0;0;0;0;0;2;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
67888422d6178c8c02e02d8433333b6b;0;0;0;0;0;0;0;1;0;0;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium
67fae983003e1cd854eb25ffea30548a;0;0;0;0;0;0;0;9;19;0;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
69fc31117fe2c5980e5ec648475b7917;0;0;0;0;0;0;0;0;1;0;Bacteria;Bacteroidetes;Ignavibacteria;Kryptoniales;BSV26;uncultured Chlorobi bacterium;uncultured Chlorobi bacterium
6b543ca679e97965a083efe1daf887b2;0;0;0;0;0;0;0;0;0;2;Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium
6e32c78383b65d830f24931fb9c57516;0;0;0;1;0;0;0;0;0;0;Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured bacterium
6e3f653242c99744015d9574d1f393a2;0;0;0;0;0;0;0;0;0;1;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteria bacterium
6e4177114e38066ff98effc9ad7de156;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;;;;;
6eb5c69220e08098b0584957e7c1420b;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;
7081f3e98d988effa211356c350a07ac;0;0;0;0;0;3;0;1;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Hydrogenophaga;uncultured bacterium
708a2581be99ee440c805e3a4fd789af;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;uncultured bacterium
709e7c65d291febac1055fa8ce0c45ff;0;0;0;1;0;0;0;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium
70d564729170d84e8eb01b8f6c9b352a;0;0;0;1;0;0;0;1;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
711310892c4b79a6fbe585e4cc104975;0;0;0;0;0;0;0;0;3;0;Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;uncultured bacterium
7180ecc4da53646fee521bfdaf5f863f;0;0;0;0;0;0;2;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Hoppeia;uncultured bacterium
71a0c609eab4c26abab6857203b3d275;0;0;0;0;0;0;1;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
72a8f6f52edc9e8631a10c05e105c1a9;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;MND1;
72ce64cdce80067ca14278865bd91a7b;0;0;0;0;1;0;2;0;0;0;Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosoarchaeum;uncultured archaeon
745ead1ab4abd6faaddeeff67aff6076;0;0;0;2;0;0;0;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;uncultured bacterium
751514083e840f3849153265da698393;0;0;0;0;0;0;0;0;2;1;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
75754fecb46982b90bde35d2590f4d09;0;0;0;0;0;0;0;1;0;0;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;uncultured bacterium
7601d195073af4a3b3d03231b24c0dac;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
76d1177cec15d16741df430312184df3;0;0;0;0;0;2;0;2;1;0;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured bacterium
77549c64eb35b2fd9e0fc5aefe76900f;0;0;0;0;0;1;0;0;0;0;Bacteria;;;;;;
77acdcbc9a08c7ac55fcdfbf5070767d;0;0;0;0;0;2;2;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
781e3addefd50b44ca881592b5f277fc;0;2;0;1;3;3;1;3;2;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;uncultured bacterium
79ba0f4ae613ebc51f78a51d58ac8f96;0;9;18;0;0;628;0;176;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured bacterium
79efb85299c25bacfa9821b0c84e1716;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola
79fce8aa52fd7aaa26a62bb93fccb319;0;0;0;0;0;0;1;0;0;0;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;uncultured bacterium
7a6934e8e81e078f91ac4c0f5a5345f1;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
7c4564ebe79b03772929d31dc07d7660;0;2;0;0;0;0;0;0;0;0;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;OLB13;uncultured bacterium
7d358cd1bf24126ab72aed14f1fffd28;0;0;0;2;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
8179b452a620df35c7bb1ca451352f96;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella frigidimarina
830a2eee1f968b2e8e638cdbe3b39e37;0;0;0;0;0;2;1;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
848f52f2652bd01f1688bf5a34b84ea5;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;uncultured bacterium
8534cb19faafacb07222d7ccf86298ea;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
8564e2a3536bc3c24fb5f9f3324752a3;0;0;0;0;0;0;1;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pricia;uncultured bacterium
86cd34151448445ac34660a647cdf0aa;0;0;55;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured bacterium
870f9085329f3095bd2ff6a7ddf9c356;0;0;0;1;2;0;0;2;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
89753f40694563a472da39e090fcf828;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter;uncultured bacterium
8a940d625f348e825fa592d75a4b176f;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;;
8cc7b40b282a350a15b264b5a7105710;0;0;0;0;0;0;0;0;2;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
8d5b64dbeb866fed3dceddccbc0ca2ed;0;0;0;2;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;uncultured bacterium
8dbc399e73579f788e3794f819f7c1b6;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
8fd98c7bbb8dc87a64ded163bef078e7;0;0;0;1;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;uncultured bacterium
9000aeab838f9c7b9354ba48d809e8a9;0;0;0;0;0;1;0;0;0;0;Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;uncultured bacterium;uncultured bacterium
932ae0a693e528ef97578b7a9004a626;0;2;0;0;0;2;0;0;1;2;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;uncultured bacterium
956fabac047558dc0dec857f3dd7dba7;0;2;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;uncultured bacterium
957a06618340e8a32c37f0b91d9a0b79;0;2;0;1;0;0;0;0;1;1;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;uncultured bacterium
95a0320608a67b11ec12ad5f2b60266c;0;0;0;0;0;0;0;0;1;2;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;WCHB1-32;uncultured bacterium
96d460bd1b366fda6efd60f8797440e6;0;0;0;0;2;0;0;0;0;0;Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;uncultured bacterium;uncultured bacterium
988c76e0a8b2596e81e901df25e17933;0;0;0;2;0;2;0;1;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
9923b50d21f598987faf74e5be91d9bd;0;0;0;0;0;2;0;0;0;0;Bacteria;Gemmatimonadetes;PAUC43f marine benthic group;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium
993933a4ebf52c59208a8932b1a626ce;0;0;0;0;0;1;1;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;uncultured bacterium
9a8f8f197f13afbb44e157b63f5b6897;0;0;0;4;0;0;0;1;3;2;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;
9aa15582ac89659a7ca398b8b85a12e3;0;0;0;0;2;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
9be402be6b67cdfc2db1d3e29fd0e668;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
9e036fedba13b2dd65987bb4ac733b2f;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;;
9e281dc2ebec297c01c21fa019457ead;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
9e9c07df8dcf9b0245b727d596bffb8b;0;0;0;0;0;0;0;0;1;1;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhizobacter;
9f3cad845a01439fa1825fee6be0b866;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;;
a04cc04add90ab9cbe93e1f304d05a32;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033;uncultured bacterium;uncultured bacterium
a156661abd823eebd42b6de3137bf3f2;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Hydrogenophilaceae;Thiobacillus;
a1fe9ca783cdd80d5e93eedd71371785;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Hydrogenophaga;uncultured bacterium
a2bb1f27a30dadeafcb77ef2b375ec30;0;0;0;0;0;0;2;0;0;0;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteria bacterium
a327ba2f89138b032faf06392e3c1045;0;0;0;0;1;1;0;0;2;0;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;uncultured;uncultured bacterium
a36427aba2f84eaec75fc40ed57c8dc1;0;0;0;0;0;0;0;0;3;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
a3749f7062fd8e4937498643871410b6;0;0;0;0;0;2;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
a58a41b0a113088301a1c17483ee9b51;0;0;0;0;0;0;0;0;1;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
a5c8622fc603b529b0adfcb130db9776;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
a6a9139eb6e791e77fba3deb1fd93f39;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
a7a440bf1b7d2a7e1450836226c417a4;0;0;0;1;0;1;0;0;3;0;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;uncultured;uncultured bacterium
a841a7912c794adc97826739f38284a3;0;0;0;2;1;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured organism
a85c56b3a20a9da20121b10b5aa533ee;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
aa7c0d820ae102250ecbec40c655c01c;0;0;0;0;1;0;1;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;uncultured bacterium
ab2c008acc083e3a20e6139c5add2ccd;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured bacterium
ab45d0419c49fa8ff099845ba9a9070d;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;;
ab5295b5ce93c8f731c4811ce4ffe361;0;0;0;0;0;0;0;0;0;2;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
ab5fa71c6b557adb770f7166d3c8f14e;0;0;0;0;0;0;2;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;uncultured bacterium
ab609a915d1a323306e9e49ecb5be713;0;0;0;0;0;1;0;0;0;0;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured bacterium
ab7690c195f58a29b62fe4916dca0944;0;0;0;2;0;0;0;0;0;0;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;
ac40de815998d18c1c3ba574bb47cfdd;0;0;0;0;0;0;0;0;1;0;Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;uncultured bacterium
ac6739ccecb49cca88147c303d84524b;0;0;0;0;0;0;0;0;2;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
acc440a6a58dedb67b4767c0a020cbdb;0;0;0;0;1;0;0;0;0;0;Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Nodularia PCC-9350;Nodularia spumigena
aceb96d4025316b211c999a9b87ca325;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;
acff375801e9dda090bf00ddac2a9cee;0;0;0;0;0;0;1;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium
adcbe05e27edc2312011c3f04af5acbb;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;uncultured bacterium
add2f25f1f34c799cf4980a6bde6bcad;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
aef3ab26bdd62fb5171e7a68978bf49e;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;uncultured bacterium;uncultured bacterium;uncultured bacterium
afa488cdf8ce8f852eb73aee079ba72d;0;0;0;0;0;1;0;0;0;0;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;uncultured Firmicutes bacterium
b0487828319354e7365b71d15e338ccf;0;2;0;3;1;2;0;3;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Azoarcus;uncultured bacterium
b10cdffea025704259b14dc6c96be06b;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;Nitrosomonas;
b19b23b4171d9fcf4afdc2494277b7aa;0;0;0;0;0;0;0;2;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;uncultured;uncultured bacterium
b2c18f918c0da35c7d66dd276ef097dd;0;0;0;0;0;2;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella frigidimarina
b3f0b463246b9e79711dca919c12d75f;0;0;0;0;0;0;0;0;2;0;Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
b48baff5867e8622762e4c2d34dbaf18;0;0;0;3;2;0;0;1;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;uncultured bacterium
b51dcefdf163b05d0965d5eb8d2526b3;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
b5ab573a7c83d4d4b30cdb9892a50b71;0;3;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola
b6a4685b60661dc253c3a6a1e6d83d04;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
b6d36bf8fa1f1ac5a3a680999ac6fe88;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
b6f5ccd61fe1e030f12b621da6265628;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
b719818d68c82e71a7d99fb4796e5dcc;0;0;0;0;0;1;0;1;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
b73252cafd8547163da9235721914d4f;0;0;0;0;0;0;0;0;0;2;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
b8467483fe1411ff024844c81b1c9d34;0;0;0;0;0;1;0;0;0;0;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Rhodopirellula;
b9cbc6410d4cd68b2fb2a42c1bbcc63a;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Granulosicoccus;uncultured bacterium
ba0ea904c60b9a1300a5f7a6cb5c9820;0;0;0;0;0;0;0;0;2;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
ba990899a411b82ba383827f04ad1172;0;2;0;0;1;0;0;0;0;0;Bacteria;Acidobacteria;Subgroup 22;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium
bb6a8a65b161eee416021755a7ed0b33;0;0;0;0;1;0;0;0;1;0;Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;;
bbaafe9f044a610bcc7e3001822f225f;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
bbb3d248f6f2cb6b085ff26dca6a6e28;0;0;0;0;0;0;1;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
bbd9a279bbae1cd170a1f2b9018dbd30;0;2;0;0;0;0;0;0;0;0;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured Nitrospirae bacterium
bc07550125574c5103ee697c7190839a;0;0;0;0;0;0;0;0;0;1;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
bd1e1f1503f5b9ce75b6f8e3239a3da3;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
be0908528017870ad6a0e2f22ec3ee68;0;0;0;0;0;0;0;1;0;0;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured bacterium
bf5c4adb2fb2fcb4152be23355f3cb00;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;;;
bfab9958b29f6d133f99820342368586;0;0;0;0;0;2;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;uncultured;uncultured bacterium
bfeda8048d72141d58b81a3d2ae82187;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;
c06c8b0cb2f96cc3b45dc420751dfb25;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
c0f207d33e09103e48d7d09a451dab97;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Hydrogenophaga;uncultured bacterium
c194f91e37933fc4db72e844b8557886;0;0;0;0;0;0;0;1;1;0;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;uncultured bacterium
c3b998bf230f1e0ee72e146f117bd772;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured bacterium
c55c49d940d6d3216255038964e3429f;0;0;0;0;0;0;0;0;0;1;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
c5779c6522b67dd031c3c995357378f4;0;0;0;1;1;0;0;0;2;1;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
c633194c20c79d04ad230a013072a00a;0;0;0;0;0;2;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
c63e8df39dffd8ee41a773070b69bda5;0;0;0;0;0;0;2;0;0;0;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;uncultured bacterium
c8c99c571e9caa3c624d0cfa7bda8a7e;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
c955ad035a9baa3d655c84447c062da9;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
ca2c3551ef6d3bdb399b323c3292213a;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033;uncultured bacterium;uncultured bacterium
ca7b1779fe22391c8209902e81d2c6a8;0;2;0;0;0;0;0;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome;metagenome
cb09e3bcc1f80e14a600f31b8c94ea0a;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
